REF_DATE,GEO,DGUID,Labour force characteristics,Gender,Age group,Statistics,Data type,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2012-08,Newfoundland and Labrador,2021A000210,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063005,2.8.1.1.1.1,62.4,,,,1
2012-08,Newfoundland and Labrador,2021A000210,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063006,2.9.1.1.1.1,54.1,,,,1
2012-08,Prince Edward Island,2021A000211,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063187,3.1.1.1.1.1,119.3,,,,1
2012-08,Prince Edward Island,2021A000211,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063188,3.2.1.1.1.1,83.0,,,,1
2012-08,Prince Edward Island,2021A000211,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063189,3.3.1.1.1.1,73.0,,,,1
2012-08,Prince Edward Island,2021A000211,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063190,3.4.1.1.1.1,61.1,,,,1
2012-08,Prince Edward Island,2021A000211,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063191,3.5.1.1.1.1,12.0,,,,1
2012-08,Prince Edward Island,2021A000211,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063192,3.6.1.1.1.1,10.0,,,,1
2012-08,Prince Edward Island,2021A000211,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063193,3.7.1.1.1.1,12.0,,,,1
2012-08,Prince Edward Island,2021A000211,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063194,3.8.1.1.1.1,69.6,,,,1
2012-08,Prince Edward Island,2021A000211,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063195,3.9.1.1.1.1,61.2,,,,1
2012-08,Nova Scotia,2021A000212,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063376,4.1.1.1.1.1,780.0,,,,1
2012-08,Nova Scotia,2021A000212,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063377,4.2.1.1.1.1,510.2,,,,1
2012-08,Nova Scotia,2021A000212,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063378,4.3.1.1.1.1,459.8,,,,1
2012-08,Nova Scotia,2021A000212,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063379,4.4.1.1.1.1,364.3,,,,1
2012-08,Nova Scotia,2021A000212,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063380,4.5.1.1.1.1,95.4,,,,1
2012-08,Nova Scotia,2021A000212,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063381,4.6.1.1.1.1,50.4,,,,1
2012-08,Nova Scotia,2021A000212,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063382,4.7.1.1.1.1,9.9,,,,1
2012-08,Nova Scotia,2021A000212,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063383,4.8.1.1.1.1,65.4,,,,1
2012-08,Nova Scotia,2021A000212,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063384,4.9.1.1.1.1,58.9,,,,1
2012-08,New Brunswick,2021A000213,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063565,5.1.1.1.1.1,624.2,,,,1
2012-08,New Brunswick,2021A000213,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063566,5.2.1.1.1.1,398.3,,,,1
2012-08,New Brunswick,2021A000213,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063567,5.3.1.1.1.1,354.5,,,,1
2012-08,New Brunswick,2021A000213,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063568,5.4.1.1.1.1,296.8,,,,1
2012-08,New Brunswick,2021A000213,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063569,5.5.1.1.1.1,57.7,,,,1
2012-08,New Brunswick,2021A000213,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063570,5.6.1.1.1.1,43.9,,,,1
2012-08,New Brunswick,2021A000213,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063571,5.7.1.1.1.1,11.0,,,,1
2012-08,New Brunswick,2021A000213,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063572,5.8.1.1.1.1,63.8,,,,1
2012-08,New Brunswick,2021A000213,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063573,5.9.1.1.1.1,56.8,,,,1
2012-08,Quebec,2021A000224,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063754,6.1.1.1.1.1,6679.7,,,,1
2012-08,Quebec,2021A000224,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063755,6.2.1.1.1.1,4359.0,,,,1
2012-08,Quebec,2021A000224,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063756,6.3.1.1.1.1,4028.7,,,,1
2012-08,Quebec,2021A000224,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063757,6.4.1.1.1.1,3247.1,,,,1
2012-08,Quebec,2021A000224,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063758,6.5.1.1.1.1,781.6,,,,1
2012-08,Quebec,2021A000224,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063759,6.6.1.1.1.1,330.3,,,,1
2012-08,Quebec,2021A000224,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063760,6.7.1.1.1.1,7.6,,,,1
2012-08,Quebec,2021A000224,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063761,6.8.1.1.1.1,65.3,,,,1
2012-08,Quebec,2021A000224,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063762,6.9.1.1.1.1,60.3,,,,1
2012-08,Ontario,2021A000235,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063943,7.1.1.1.1.1,10989.5,,,,1
2012-08,Ontario,2021A000235,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063944,7.2.1.1.1.1,7274.5,,,,1
2012-08,Ontario,2021A000235,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063945,7.3.1.1.1.1,6678.4,,,,1
2012-08,Ontario,2021A000235,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063946,7.4.1.1.1.1,5408.6,,,,1
2012-08,Ontario,2021A000235,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063947,7.5.1.1.1.1,1269.9,,,,1
2012-08,Ontario,2021A000235,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063948,7.6.1.1.1.1,596.1,,,,1
2012-08,Ontario,2021A000235,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063949,7.7.1.1.1.1,8.2,,,,1
2012-08,Ontario,2021A000235,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063950,7.8.1.1.1.1,66.2,,,,1
2012-08,Ontario,2021A000235,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063951,7.9.1.1.1.1,60.8,,,,1
2012-08,Manitoba,2021A000246,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064132,8.1.1.1.1.1,953.9,,,,1
2012-08,Manitoba,2021A000246,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064133,8.2.1.1.1.1,658.1,,,,1
2012-08,Manitoba,2021A000246,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064134,8.3.1.1.1.1,619.9,,,,1
2012-08,Manitoba,2021A000246,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064135,8.4.1.1.1.1,502.4,,,,1
2012-08,Manitoba,2021A000246,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064136,8.5.1.1.1.1,117.6,,,,1
2012-08,Manitoba,2021A000246,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064137,8.6.1.1.1.1,38.2,,,,1
2012-08,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064138,8.7.1.1.1.1,5.8,,,,1
2012-08,Manitoba,2021A000246,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064139,8.8.1.1.1.1,69.0,,,,1
2012-08,Manitoba,2021A000246,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064140,8.9.1.1.1.1,65.0,,,,1
2012-08,Saskatchewan,2021A000247,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064321,9.1.1.1.1.1,828.8,,,,1
2012-08,Saskatchewan,2021A000247,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064322,9.2.1.1.1.1,584.3,,,,1
2012-08,Saskatchewan,2021A000247,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064323,9.3.1.1.1.1,556.6,,,,1
2012-08,Saskatchewan,2021A000247,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064324,9.4.1.1.1.1,461.1,,,,1
2012-08,Saskatchewan,2021A000247,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064325,9.5.1.1.1.1,95.5,,,,1
2012-08,Saskatchewan,2021A000247,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064326,9.6.1.1.1.1,27.7,,,,1
2012-08,Saskatchewan,2021A000247,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064327,9.7.1.1.1.1,4.7,,,,1
2012-08,Saskatchewan,2021A000247,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064328,9.8.1.1.1.1,70.5,,,,1
2012-08,Saskatchewan,2021A000247,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064329,9.9.1.1.1.1,67.2,,,,1
2012-08,Alberta,2021A000248,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064510,10.1.1.1.1.1,3094.4,,,,1
2012-08,Alberta,2021A000248,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064511,10.2.1.1.1.1,2276.3,,,,1
2012-08,Alberta,2021A000248,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064512,10.3.1.1.1.1,2177.6,,,,1
2012-08,Alberta,2021A000248,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064513,10.4.1.1.1.1,1823.1,,,,1
2012-08,Alberta,2021A000248,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064514,10.5.1.1.1.1,354.5,,,,1
2012-08,Alberta,2021A000248,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064515,10.6.1.1.1.1,98.7,,,,1
2012-08,Alberta,2021A000248,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064516,10.7.1.1.1.1,4.3,,,,1
2012-08,Alberta,2021A000248,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064517,10.8.1.1.1.1,73.6,,,,1
2012-08,Alberta,2021A000248,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064518,10.9.1.1.1.1,70.4,,,,1
2012-08,British Columbia,2021A000259,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064699,11.1.1.1.1.1,3764.7,,,,1
2012-08,British Columbia,2021A000259,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064700,11.2.1.1.1.1,2463.7,,,,1
2012-08,British Columbia,2021A000259,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064701,11.3.1.1.1.1,2297.9,,,,1
2012-08,British Columbia,2021A000259,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064702,11.4.1.1.1.1,1796.1,,,,1
2012-08,British Columbia,2021A000259,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064703,11.5.1.1.1.1,501.9,,,,1
2012-08,British Columbia,2021A000259,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064704,11.6.1.1.1.1,165.7,,,,1
2012-08,British Columbia,2021A000259,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064705,11.7.1.1.1.1,6.7,,,,1
2012-08,British Columbia,2021A000259,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064706,11.8.1.1.1.1,65.4,,,,1
2012-08,British Columbia,2021A000259,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064707,11.9.1.1.1.1,61.0,,,,1
2012-09,Newfoundland and Labrador,2021A000210,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062998,2.1.1.1.1.1,443.2,,,,1
2012-09,Newfoundland and Labrador,2021A000210,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2062999,2.2.1.1.1.1,274.5,,,,1
2012-09,Newfoundland and Labrador,2021A000210,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063000,2.3.1.1.1.1,240.9,,,,1
2012-09,Newfoundland and Labrador,2021A000210,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063001,2.4.1.1.1.1,210.1,,,,1
2012-09,Newfoundland and Labrador,2021A000210,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063002,2.5.1.1.1.1,30.7,,,,1
2012-09,Newfoundland and Labrador,2021A000210,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063003,2.6.1.1.1.1,33.6,,,,1
2012-09,Newfoundland and Labrador,2021A000210,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063004,2.7.1.1.1.1,12.2,,,,1
2012-09,Newfoundland and Labrador,2021A000210,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063005,2.8.1.1.1.1,61.9,,,,1
2012-09,Newfoundland and Labrador,2021A000210,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063006,2.9.1.1.1.1,54.4,,,,1
2012-09,Prince Edward Island,2021A000211,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063187,3.1.1.1.1.1,119.3,,,,1
2012-09,Prince Edward Island,2021A000211,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063188,3.2.1.1.1.1,82.5,,,,1
2012-09,Prince Edward Island,2021A000211,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063189,3.3.1.1.1.1,73.0,,,,1
2012-09,Prince Edward Island,2021A000211,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063190,3.4.1.1.1.1,60.6,,,,1
2012-09,Prince Edward Island,2021A000211,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063191,3.5.1.1.1.1,12.4,,,,1
2012-09,Prince Edward Island,2021A000211,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063192,3.6.1.1.1.1,9.5,,,,1
2012-09,Prince Edward Island,2021A000211,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063193,3.7.1.1.1.1,11.5,,,,1
2012-09,Prince Edward Island,2021A000211,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063194,3.8.1.1.1.1,69.2,,,,1
2012-09,Prince Edward Island,2021A000211,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063195,3.9.1.1.1.1,61.2,,,,1
2012-09,Nova Scotia,2021A000212,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063376,4.1.1.1.1.1,780.0,,,,1
2012-09,Nova Scotia,2021A000212,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063377,4.2.1.1.1.1,509.7,,,,1
2012-09,Nova Scotia,2021A000212,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063378,4.3.1.1.1.1,463.4,,,,1
2012-09,Nova Scotia,2021A000212,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063379,4.4.1.1.1.1,370.2,,,,1
2012-09,Nova Scotia,2021A000212,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063380,4.5.1.1.1.1,93.2,,,,1
2012-09,Nova Scotia,2021A000212,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063381,4.6.1.1.1.1,46.3,,,,1
2012-09,Nova Scotia,2021A000212,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063382,4.7.1.1.1.1,9.1,,,,1
2012-09,Nova Scotia,2021A000212,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063383,4.8.1.1.1.1,65.3,,,,1
2012-09,Nova Scotia,2021A000212,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063384,4.9.1.1.1.1,59.4,,,,1
2012-09,New Brunswick,2021A000213,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063565,5.1.1.1.1.1,624.4,,,,1
2012-09,New Brunswick,2021A000213,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063566,5.2.1.1.1.1,397.8,,,,1
2012-09,New Brunswick,2021A000213,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063567,5.3.1.1.1.1,351.5,,,,1
2012-09,New Brunswick,2021A000213,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063568,5.4.1.1.1.1,295.9,,,,1
2012-09,New Brunswick,2021A000213,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063569,5.5.1.1.1.1,55.6,,,,1
2012-09,New Brunswick,2021A000213,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063570,5.6.1.1.1.1,46.3,,,,1
2012-09,New Brunswick,2021A000213,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063571,5.7.1.1.1.1,11.6,,,,1
2012-09,New Brunswick,2021A000213,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063572,5.8.1.1.1.1,63.7,,,,1
2012-09,New Brunswick,2021A000213,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063573,5.9.1.1.1.1,56.3,,,,1
2012-09,Quebec,2021A000224,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063754,6.1.1.1.1.1,6682.6,,,,1
2012-09,Quebec,2021A000224,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063755,6.2.1.1.1.1,4372.4,,,,1
2012-09,Quebec,2021A000224,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063756,6.3.1.1.1.1,4037.6,,,,1
2012-09,Quebec,2021A000224,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063757,6.4.1.1.1.1,3269.6,,,,1
2012-09,Quebec,2021A000224,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063758,6.5.1.1.1.1,768.1,,,,1
2012-09,Quebec,2021A000224,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063759,6.6.1.1.1.1,334.8,,,,1
2012-09,Quebec,2021A000224,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063760,6.7.1.1.1.1,7.7,,,,1
2012-09,Quebec,2021A000224,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063761,6.8.1.1.1.1,65.4,,,,1
2012-09,Quebec,2021A000224,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063762,6.9.1.1.1.1,60.4,,,,1
2012-09,Ontario,2021A000235,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063943,7.1.1.1.1.1,10997.6,,,,1
2012-09,Ontario,2021A000235,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063944,7.2.1.1.1.1,7291.1,,,,1
2012-09,Ontario,2021A000235,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063945,7.3.1.1.1.1,6715.3,,,,1
2012-09,Ontario,2021A000235,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063946,7.4.1.1.1.1,5413.6,,,,1
2012-09,Ontario,2021A000235,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063947,7.5.1.1.1.1,1301.7,,,,1
2012-09,Ontario,2021A000235,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2063948,7.6.1.1.1.1,575.8,,,,1
2012-09,Ontario,2021A000235,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063949,7.7.1.1.1.1,7.9,,,,1
2012-09,Ontario,2021A000235,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063950,7.8.1.1.1.1,66.3,,,,1
2012-09,Ontario,2021A000235,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2063951,7.9.1.1.1.1,61.1,,,,1
2012-09,Manitoba,2021A000246,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064132,8.1.1.1.1.1,954.8,,,,1
2012-09,Manitoba,2021A000246,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064133,8.2.1.1.1.1,659.2,,,,1
2012-09,Manitoba,2021A000246,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064134,8.3.1.1.1.1,623.4,,,,1
2012-09,Manitoba,2021A000246,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064135,8.4.1.1.1.1,500.9,,,,1
2012-09,Manitoba,2021A000246,Part-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064136,8.5.1.1.1.1,122.5,,,,1
2012-09,Manitoba,2021A000246,Unemployment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064137,8.6.1.1.1.1,35.8,,,,1
2012-09,Manitoba,2021A000246,Unemployment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064138,8.7.1.1.1.1,5.4,,,,1
2012-09,Manitoba,2021A000246,Participation rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064139,8.8.1.1.1.1,69.0,,,,1
2012-09,Manitoba,2021A000246,Employment rate,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Percent,239,units,0,v2064140,8.9.1.1.1.1,65.3,,,,1
2012-09,Saskatchewan,2021A000247,Population,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064321,9.1.1.1.1.1,829.9,,,,1
2012-09,Saskatchewan,2021A000247,Labour force,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064322,9.2.1.1.1.1,583.0,,,,1
2012-09,Saskatchewan,2021A000247,Employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064323,9.3.1.1.1.1,554.4,,,,1
2012-09,Saskatchewan,2021A000247,Full-time employment,Total - Gender,15 years and over,Estimate,Seasonally adjusted,Persons in thousands,428,thousands,3,v2064324,9.4.1.1.1.1,461.0,,,,1
