REF_DATE,GEO,Employment,Employment rate,Labour force,Population,Unemployment,Unemployment rate
2006-06,New Brunswick,351.3,57.9,384.9,606.7,33.6,8.7
2006-06,Newfoundland and Labrador,213.8,50.3,251.2,425.4,37.4,14.9
2006-06,Nova Scotia,437.7,57.3,478.6,764.2,40.9,8.5
2006-06,Ontario,6495.6,63.7,6921.8,10201.3,426.2,6.2
2006-06,Prince Edward Island,67.7,60.5,76.5,111.9,8.8,11.5
2006-06,Quebec,3735.7,60.0,4069.7,6221.5,333.9,8.2
2006-06,Saskatchewan,490.0,65.4,515.8,749.5,25.8,5.0
2006-07,Alberta,1924.9,71.2,1995.7,2701.9,70.8,3.5
2006-07,British Columbia,2152.2,62.5,2263.4,3444.6,111.2,4.9
2006-07,Manitoba,580.5,65.0,610.4,892.7,29.9,4.9
2006-07,New Brunswick,347.0,57.2,384.0,606.3,37.0,9.6
2006-07,Newfoundland and Labrador,212.2,49.9,250.1,425.2,38.0,15.2
2006-07,Nova Scotia,437.8,57.3,479.2,764.4,41.3,8.6
2006-07,Ontario,6485.2,63.5,6944.2,10213.9,459.0,6.6
2006-07,Prince Edward Island,67.2,60.0,76.3,112.0,9.0,11.8
2006-07,Quebec,3741.3,60.1,4068.4,6227.9,327.1,8.0
2006-07,Saskatchewan,492.1,65.6,516.2,750.1,24.2,4.7
2006-08,Alberta,1933.0,71.2,2014.0,2713.0,81.0,4.0
2006-08,British Columbia,2149.1,62.3,2264.3,3450.3,115.2,5.1
2006-08,Manitoba,583.9,65.4,611.6,892.9,27.7,4.5
2006-08,New Brunswick,344.8,56.9,380.5,606.2,35.7,9.4
2006-08,Newfoundland and Labrador,212.4,50.0,252.5,425.2,40.1,15.9
2006-08,Nova Scotia,439.0,57.4,478.3,764.4,39.3,8.2
2006-08,Ontario,6457.6,63.1,6912.4,10226.2,454.8,6.6
2006-08,Prince Edward Island,68.3,61.0,76.8,112.0,8.5,11.1
2006-08,Quebec,3754.2,60.2,4074.4,6236.7,320.2,7.9
2006-08,Saskatchewan,493.3,65.7,519.9,750.5,26.7,5.1
2006-09,Alberta,1940.4,71.3,2012.7,2720.9,72.3,3.6
2006-09,British Columbia,2164.7,62.7,2276.8,3454.5,112.1,4.9
2006-09,Manitoba,586.7,65.7,613.1,893.3,26.4,4.3
2006-09,New Brunswick,346.9,57.2,380.2,606.3,33.3,8.8
2006-09,Newfoundland and Labrador,214.5,50.4,250.1,425.2,35.6,14.2
2006-09,Nova Scotia,439.5,57.5,477.0,764.5,37.5,7.9
2006-09,Ontario,6453.1,63.0,6917.3,10235.5,464.1,6.7
2006-09,Prince Edward Island,67.9,60.6,76.4,112.1,8.5,11.1
2006-09,Quebec,3754.2,60.1,4085.9,6243.3,331.7,8.1
2006-09,Saskatchewan,500.1,66.6,523.6,751.0,23.5,4.5
2006-10,Alberta,1950.9,71.5,2018.7,2727.6,67.7,3.4
2006-10,British Columbia,2176.2,62.9,2287.4,3458.5,111.2,4.9
2006-10,Manitoba,583.0,65.2,609.6,893.8,26.6,4.4
2006-10,New Brunswick,347.9,57.4,382.9,606.3,35.0,9.1
2006-10,Newfoundland and Labrador,217.6,51.2,253.2,425.3,35.6,14.1
2006-10,Nova Scotia,442.2,57.8,481.1,764.6,39.0,8.1
2006-10,Ontario,6436.5,62.8,6888.2,10244.7,451.7,6.6
2006-10,Prince Edward Island,67.8,60.5,76.5,112.1,8.7,11.4
2006-10,Quebec,3761.8,60.2,4083.6,6249.7,321.8,7.9
2006-10,Saskatchewan,503.6,67.0,524.2,751.5,20.6,3.9
2006-11,Alberta,1961.7,71.8,2027.4,2733.7,65.7,3.2
2006-11,British Columbia,2165.9,62.6,2282.0,3462.2,116.0,5.1
2006-11,Manitoba,582.4,65.1,613.7,894.3,31.4,5.1
2006-11,New Brunswick,347.9,57.4,381.8,606.5,33.9,8.9
2006-11,Newfoundland and Labrador,216.7,50.9,250.3,425.4,33.7,13.5
2006-11,Nova Scotia,441.8,57.8,479.4,764.5,37.6,7.8
2006-11,Ontario,6457.1,63.0,6919.1,10253.8,462.0,6.7
2006-11,Prince Edward Island,68.4,61.0,77.3,112.1,8.9,11.5
2006-11,Quebec,3745.1,59.9,4087.2,6256.1,342.1,8.4
2006-11,Saskatchewan,500.6,66.6,523.1,752.1,22.5,4.3
2006-12,Alberta,1945.7,71.0,2020.5,2738.9,74.9,3.7
2006-12,British Columbia,2178.3,62.9,2299.7,3465.6,121.3,5.3
2006-12,Manitoba,583.6,65.2,610.8,894.7,27.2,4.5
2006-12,New Brunswick,349.1,57.5,383.0,606.8,33.9,8.9
2006-12,Newfoundland and Labrador,217.2,51.0,253.4,425.5,36.2,14.3
2006-12,Nova Scotia,441.7,57.8,479.6,764.8,37.8,7.9
2006-12,Ontario,6503.6,63.4,6937.5,10262.7,433.9,6.3
2006-12,Prince Edward Island,68.0,60.6,77.3,112.2,9.4,12.2
2006-12,Quebec,3757.2,60.0,4082.2,6262.0,325.1,8.0
2006-12,Saskatchewan,505.3,67.1,527.4,752.7,22.1,4.2
2007-01,Alberta,1970.8,71.8,2047.4,2745.7,76.6,3.7
2007-01,British Columbia,2190.0,63.1,2296.2,3469.0,106.2,4.6
2007-01,Manitoba,585.5,65.4,615.9,895.2,30.4,4.9
2007-01,New Brunswick,349.8,57.6,381.2,607.0,31.4,8.2
2007-01,Newfoundland and Labrador,214.6,50.4,253.7,425.6,39.0,15.4
2007-01,Nova Scotia,444.2,58.1,485.3,764.7,41.1,8.5
2007-01,Ontario,6503.4,63.3,6953.2,10272.1,449.8,6.5
2007-01,Prince Edward Island,68.5,61.1,77.1,112.1,8.6,11.2
2007-01,Quebec,3784.2,60.4,4105.5,6269.5,321.4,7.8
2007-01,Saskatchewan,504.2,66.9,528.2,753.7,24.0,4.5
2007-02,Alberta,1980.0,72.0,2058.0,2750.9,77.9,3.8
2007-02,British Columbia,2196.4,63.3,2296.3,3472.2,99.8,4.3
2007-02,Manitoba,586.7,65.5,614.9,895.7,28.1,4.6
2007-02,New Brunswick,352.8,58.1,380.7,607.2,27.9,7.3
2007-02,Newfoundland and Labrador,214.9,50.5,250.7,425.4,35.8,14.3
2007-02,Nova Scotia,447.8,58.6,485.6,764.7,37.8,7.8
2007-02,Ontario,6509.9,63.3,6959.9,10278.8,450.0,6.5
2007-02,Prince Edward Island,68.4,61.0,76.9,112.2,8.5,11.1
2007-02,Quebec,3777.0,60.2,4101.3,6274.1,324.3,7.9
2007-02,Saskatchewan,502.4,66.6,524.7,754.3,22.3,4.3
2007-03,Alberta,1978.3,71.8,2054.2,2757.1,76.0,3.7
2007-03,British Columbia,2203.4,63.4,2305.7,3476.1,102.2,4.4
2007-03,Manitoba,590.1,65.8,618.8,896.3,28.6,4.6
2007-03,New Brunswick,354.5,58.4,383.5,607.2,28.9,7.5
2007-03,Newfoundland and Labrador,215.3,50.7,252.4,424.9,37.1,14.7
2007-03,Nova Scotia,445.2,58.2,485.3,764.6,40.1,8.3
2007-03,Ontario,6501.5,63.2,6962.1,10287.2,460.6,6.6
2007-03,Prince Edward Island,68.6,61.1,76.6,112.2,8.0,10.4
2007-03,Quebec,3802.2,60.6,4117.5,6279.3,315.2,7.7
2007-03,Saskatchewan,505.5,66.9,527.6,755.1,22.2,4.2
2007-04,Alberta,1983.4,71.7,2056.4,2764.5,72.9,3.5
2007-04,British Columbia,2198.6,63.2,2304.3,3480.8,105.7,4.6
2007-04,Manitoba,587.9,65.5,619.9,897.3,32.0,5.2
2007-04,New Brunswick,357.5,58.9,387.5,607.4,29.9,7.7
2007-04,Newfoundland and Labrador,215.3,50.7,249.0,424.5,33.7,13.5
2007-04,Nova Scotia,447.4,58.5,487.5,764.6,40.1,8.2
2007-04,Ontario,6495.9,63.1,6960.9,10298.1,465.0,6.7
2007-04,Prince Edward Island,68.0,60.6,75.1,112.3,7.0,9.3
2007-04,Quebec,3798.4,60.4,4106.6,6285.9,308.2,7.5
2007-04,Saskatchewan,506.0,66.9,528.2,756.2,22.2,4.2
2007-05,Alberta,1974.0,71.2,2055.3,2770.6,81.2,4.0
2007-05,British Columbia,2209.0,63.4,2306.4,3485.1,97.4,4.2
2007-05,Manitoba,590.1,65.7,622.8,898.1,32.8,5.3
2007-05,New Brunswick,358.1,59.0,387.8,607.4,29.6,7.6
2007-05,Newfoundland and Labrador,216.9,51.1,250.6,424.4,33.7,13.4
2007-05,Nova Scotia,447.1,58.5,486.5,764.7,39.3,8.1
2007-05,Ontario,6513.2,63.2,6956.6,10307.8,443.4,6.4
2007-05,Prince Edward Island,67.5,60.1,75.6,112.3,8.0,10.6
2007-05,Quebec,3800.8,60.4,4104.4,6291.5,303.6,7.4
2007-05,Saskatchewan,505.4,66.7,529.6,757.3,24.2,4.6
2007-06,Alberta,1989.7,71.7,2067.9,2776.6,78.2,3.8
2007-06,British Columbia,2205.8,63.2,2302.9,3489.6,97.1,4.2
2007-06,Manitoba,592.4,65.9,622.7,898.7,30.3,4.9
2007-06,New Brunswick,360.3,59.3,388.6,607.6,28.3,7.3
2007-06,Newfoundland and Labrador,217.4,51.2,251.7,424.7,34.3,13.6
2007-06,Nova Scotia,446.5,58.4,486.6,764.7,40.2,8.3
2007-06,Ontario,6524.1,63.2,6981.0,10319.0,456.9,6.5
2007-06,Prince Edward Island,67.7,60.2,75.7,112.4,8.0,10.6
2007-06,Quebec,3821.7,60.7,4118.0,6297.6,296.3,7.2
2007-06,Saskatchewan,502.6,66.3,527.1,758.4,24.5,4.6
2007-07,Alberta,1997.4,71.8,2070.8,2783.1,73.4,3.5
2007-07,British Columbia,2206.6,63.1,2305.6,3495.7,99.0,4.3
2007-07,Manitoba,594.1,66.0,620.6,899.6,26.5,4.3
2007-07,New Brunswick,360.2,59.3,387.8,607.7,27.6,7.1
2007-07,Newfoundland and Labrador,217.6,51.2,251.2,425.0,33.6,13.4
2007-07,Nova Scotia,443.1,57.9,486.3,764.8,43.2,8.9
2007-07,Ontario,6554.3,63.4,7000.4,10332.6,446.1,6.4
2007-07,Prince Edward Island,67.5,60.1,75.3,112.4,7.9,10.5
2007-07,Quebec,3846.8,61.0,4141.5,6305.8,294.7,7.1
2007-07,Saskatchewan,508.7,66.9,532.8,759.9,24.1,4.5
2007-08,Alberta,2011.7,72.1,2083.2,2788.5,71.5,3.4
2007-08,British Columbia,2213.0,63.2,2307.8,3501.3,94.8,4.1
2007-08,Manitoba,594.0,66.0,621.6,900.3,27.6,4.4
2007-08,New Brunswick,358.5,59.0,389.2,607.9,30.7,7.9
2007-08,Newfoundland and Labrador,219.9,51.7,253.3,425.3,33.4,13.2
2007-08,Nova Scotia,444.6,58.1,485.1,765.1,40.4,8.3
2007-08,Ontario,6565.1,63.5,7005.0,10343.2,439.9,6.3
2007-08,Prince Edward Island,68.3,60.8,76.3,112.4,8.0,10.5
2007-08,Quebec,3837.8,60.8,4134.6,6312.2,296.8,7.2
2007-08,Saskatchewan,504.6,66.3,530.1,761.2,25.6,4.8
2007-09,Alberta,2010.4,72.0,2086.8,2793.6,76.4,3.7
2007-09,British Columbia,2218.1,63.3,2327.8,3506.2,109.7,4.7
2007-09,Manitoba,596.5,66.2,622.6,901.0,26.1,4.2
2007-09,New Brunswick,360.2,59.2,393.6,608.2,33.4,8.5
2007-09,Newfoundland and Labrador,220.5,51.8,253.6,425.6,33.1,13.1
2007-09,Nova Scotia,445.9,58.2,485.0,765.5,39.2,8.1
2007-09,Ontario,6562.0,63.4,6998.9,10353.1,436.9,6.2
2007-09,Prince Edward Island,68.1,60.5,75.8,112.5,7.7,10.2
2007-09,Quebec,3845.1,60.9,4141.8,6318.9,296.7,7.2
2007-09,Saskatchewan,509.4,66.8,529.2,762.4,19.8,3.7
2007-10,Alberta,2007.0,71.7,2082.6,2798.9,75.6,3.6
2007-10,British Columbia,2227.1,63.4,2332.0,3510.5,104.9,4.5
2007-10,Manitoba,598.1,66.3,624.7,901.6,26.6,4.3
2007-10,New Brunswick,359.1,59.0,390.0,608.4,30.8,7.9
2007-10,Newfoundland and Labrador,218.8,51.4,253.6,426.0,34.8,13.7
2007-10,Nova Scotia,450.5,58.8,488.0,765.7,37.5,7.7
2007-10,Ontario,6588.9,63.6,7024.3,10363.0,435.3,6.2
2007-10,Prince Edward Island,69.3,61.5,76.3,112.6,7.0,9.2
2007-10,Quebec,3854.9,60.9,4163.1,6325.8,308.1,7.4
2007-10,Saskatchewan,509.8,66.8,532.8,763.4,23.0,4.3
2007-11,Alberta,2009.3,71.7,2091.7,2804.0,82.3,3.9
2007-11,British Columbia,2238.0,63.7,2336.9,3514.4,98.9,4.2
2007-11,Manitoba,600.3,66.5,628.8,902.2,28.5,4.5
2007-11,New Brunswick,362.6,59.6,392.9,608.7,30.4,7.7
2007-11,Newfoundland and Labrador,220.1,51.6,252.1,426.4,32.0,12.7
2007-11,Nova Scotia,447.9,58.5,488.8,766.0,40.9,8.4
2007-11,Ontario,6569.8,63.3,7024.0,10372.6,454.2,6.5
2007-11,Prince Edward Island,68.1,60.4,76.7,112.7,8.7,11.3
2007-11,Quebec,3875.9,61.2,4180.9,6332.3,305.0,7.3
2007-11,Saskatchewan,512.8,67.1,536.4,764.3,23.6,4.4
2007-12,Alberta,2030.0,72.3,2103.6,2808.7,73.6,3.5
2007-12,British Columbia,2237.3,63.6,2335.3,3517.7,98.0,4.2
2007-12,Manitoba,598.1,66.2,625.8,902.9,27.7,4.4
2007-12,New Brunswick,361.3,59.3,393.2,609.0,31.9,8.1
2007-12,Newfoundland and Labrador,221.3,51.9,254.0,426.7,32.7,12.9
2007-12,Nova Scotia,449.9,58.7,488.3,766.3,38.4,7.9
2007-12,Ontario,6559.9,63.2,7031.7,10381.5,471.8,6.7
2007-12,Prince Edward Island,68.3,60.6,76.5,112.7,8.2,10.7
2007-12,Quebec,3868.9,61.0,4174.9,6338.5,306.1,7.3
2007-12,Saskatchewan,512.2,66.9,533.8,765.4,21.6,4.0
2008-01,Alberta,2025.8,72.0,2106.5,2814.8,80.7,3.8
2008-01,British Columbia,2240.3,63.6,2342.9,3521.0,102.5,4.4
2008-01,Manitoba,600.0,66.4,625.3,903.6,25.4,4.1
2008-01,New Brunswick,362.1,59.4,395.8,609.3,33.7,8.5
2008-01,Newfoundland and Labrador,223.6,52.4,255.6,426.9,32.0,12.5
2008-01,Nova Scotia,450.7,58.8,487.3,766.5,36.6,7.5
2008-01,Ontario,6574.4,63.3,7040.0,10391.6,465.6,6.6
2008-01,Prince Edward Island,68.8,61.0,77.7,112.7,8.9,11.5
2008-01,Quebec,3874.9,61.1,4173.7,6346.1,298.7,7.2
2008-01,Saskatchewan,511.5,66.7,534.6,766.6,23.1,4.3
2008-02,Alberta,2023.4,71.7,2106.1,2820.1,82.7,3.9
2008-02,British Columbia,2235.5,63.4,2343.2,3524.9,107.7,4.6
2008-02,Manitoba,599.7,66.3,626.2,904.0,26.6,4.2
